vcf_label	x	y
tsk_325	2.5042869854026044	9.10993228305793
tsk_3368	10.002911777544284	4.14240127679537
tsk_3098	10.04831284099195	24.616263884621482
tsk_1167	2.7906021641051604	13.700612606997453
tsk_126	0.07827638029621686	18.805018656373694
tsk_2381	17.801923559052423	15.083439322420885
tsk_375	1.547462537906621	16.013891214463023
tsk_2971	10.227175810161373	6.981386813149913
tsk_641	18.982747466895027	12.952012267175208
tsk_3652	16.356022303581398	8.767793666203715
tsk_532	15.451007504960755	11.490499624450488
tsk_1926	22.284354466822954	0.5682559399730339
tsk_395	23.8674864359465	12.565554396685064
tsk_2097	24.46825970853535	2.9644971879945166
tsk_671	11.561855507749009	9.057687703080637
tsk_2857	16.083111937136373	20.821121010522784
tsk_1381	0.9091899447124046	19.57128668570294
tsk_2599	5.041097292305052	22.292064800429333
tsk_3567	10.281108181187609	0.9226130190894078
tsk_1655	7.698903605515429	8.130392321735412
tsk_1435	11.164366659149954	11.6420074166061
tsk_2987	16.399113675309383	17.20978594666259
tsk_3042	2.9262555515535014	1.3930769688212226
tsk_1800	7.160037190986978	5.472312575307416
tsk_313	10.84326759064873	11.059991589899182
tsk_3312	21.882144129405624	19.118017488742908
tsk_1517	9.547953631146505	19.703413243238806
tsk_2427	3.7250251647982475	11.671981072286616
tsk_1440	7.407828954624751	6.072656584632037
tsk_1891	13.909423779964115	10.121756304424292
tsk_3469	13.230271533094383	24.765824023111676
tsk_3243	13.910147479725264	1.0363289218146132
tsk_3948	14.330816876871149	16.756958472503136
tsk_3896	5.224199699270992	9.673429277761008
tsk_3965	21.487655080183742	24.655812013697773
tsk_2939	20.295342028071598	13.918786608419051
tsk_1033	24.294523595387624	2.333385203490644
tsk_2000	16.933417364364004	1.758044803547351
tsk_756	17.26094326611276	11.464916784365155
tsk_848	1.1695911653589137	13.335079339681249
tsk_2298	14.372230659585254	6.645370889259247
tsk_1838	1.44100837891782	24.073250556082854
tsk_1061	2.0721657075837903	13.080795279619009
tsk_2808	20.45143952935231	2.495145355478223
tsk_1399	5.227982548921364	22.512358134047172
tsk_661	7.20736269269797	12.364417375261173
tsk_770	10.325038806588777	18.432819801110455
tsk_2260	1.023333100320408	8.95923532354473
tsk_1342	18.515988212062602	9.946036448856804
tsk_2911	8.398040181863726	16.021688435863258
tsk_45	24.743350714895197	2.169780160708695
tsk_249	4.9883448634918715	12.084617481654561
tsk_3314	21.10639710595452	22.38730428120348
tsk_3379	15.503741678094453	8.842485186267448
tsk_2638	19.89615308350404	9.76904551868228
tsk_2174	0.12289954811315107	13.598662045326916
tsk_1398	6.9691196622733464	22.78443959829521
tsk_2007	3.3331214701535665	11.13693898892769
tsk_3534	2.5981542971314275	6.82329000273909
tsk_560	3.5661088791363653	12.835575349339564
tsk_2021	3.8065949900134854	4.551253958027014
tsk_1548	12.927953689598645	6.403759336715692
tsk_1215	18.82326361567145	4.508644632594997
tsk_2252	0.601808354669733	11.92219859291183
tsk_1811	1.293857006298713	15.205561169380253
tsk_1382	4.011083190366396	20.137117359133626
tsk_2747	24.235065275495696	8.67064859252882
tsk_1090	2.0282421319258215	20.633247032143203
tsk_3055	10.40997235309712	2.4005497312054525
tsk_3845	4.7444658233545836	16.67581003583871
tsk_2199	12.397580101949881	22.167081161445093
tsk_2961	10.056699587762852	1.3058905600344326
tsk_3188	15.469882329726513	4.368076991566908
tsk_3676	14.314900446173064	22.297261010605734
tsk_1063	21.50307771682865	19.425097311419318
tsk_369	7.809137123069786	10.756281298592869
tsk_1688	4.666585370330383	4.0590885448842995
tsk_1629	19.676883244830094	13.73471944911976
tsk_228	3.4543109530136564	2.108939252272208
tsk_3069	3.458776357091679	3.3764159541707515
tsk_2702	7.527811305894953	23.550125450287396
tsk_853	3.4685060728142076	21.168319878783336
tsk_983	23.06201118623217	7.649334970061504
tsk_3701	23.446850130058362	12.479462263371607
tsk_450	23.783981291286608	5.772909031235479
tsk_398	23.109773128845365	7.163923082342472
tsk_2988	11.577211790919096	12.941724725615305
tsk_306	10.796550408649818	6.001574692617528
tsk_737	24.427948779993525	18.7199166879932
tsk_303	10.862284264907018	14.438410874255958
tsk_3451	24.67939244920178	0.5985966603929482
tsk_2505	21.96205567286375	4.282051684636765
tsk_2235	7.505772819464092	5.042470481442192
tsk_2308	8.925925262051422	0.17434428885791886
tsk_3710	24.471951894761997	9.210382261775688
tsk_227	2.892822961417276	2.340186811354129
tsk_3274	5.047962631862568	8.837965500872674
tsk_2585	1.8729232315220514	18.892930988881087
tsk_758	12.244059382175033	5.730196144144547
tsk_2092	19.94260427806805	6.171409992036783
